723;org.geoserver.web;web;веб-интерфейс
724;org.geoserver.web.gs-web-app;gs-web-app;основной веб-модуль
725;org.geoserver.web.gs-web-core;gs-web-core;ядро веб-модуля
726;org.geoserver.web.gs-web-demo;gs-web-demo;демонстрационные страницы
727;org.geoserver.web.gs-web-gwc;gs-web-gwc;интеграция GWC
728;org.geoserver.web.gs-web-rest;gs-web-rest;REST интерфейс
729;org.geoserver.web.gs-web-sec;gs-web-sec;безопасность
730;org.geoserver.web.gs-web-sec-core;gs-web-sec-core;ядро безопасности
731;org.geoserver.web.gs-web-sec-jdbc;gs-web-sec-jdbc;JDBC
732;org.geoserver.web.gs-web-sec-ldap;gs-web-sec-ldap;LDAP
733;org.geoserver.web.gs-web-wcs;gs-web-wcs;интерфейс WCS
734;org.geoserver.web.gs-web-wfs;gs-web-wfs;интерфейс WFS
735;org.geoserver.web.gs-web-wms;gs-web-wms;интерфейс WMS
736;org.geoserver.security.gs-sec-jdbc;gs-sec-jdbc;модуль аутентификации по JDBC для GeoServer
737;org.geoserver.security.gs-sec-ldap;gs-sec-ldap;модуль аутентификации по LDAP для GeoServer
738;org.geoserver.web;web;веб-интерфейс GeoServer
739;org.geoserver.web.gs-web-app;gs-web-app;основной модуль веб-интерфейса
740;org.geoserver.web.gs-web-core;gs-web-core;ядро веб-интерфейса
741;org.geoserver.web.gs-web-demo;gs-web-demo;демонстрационные страницы
742;org.geoserver.web.gs-web-gwc;gs-web-gwc;интеграция с GeoWebCache
743;org.geoserver.web.gs-web-rest;gs-web-rest;REST API
744;org.geoserver.web.gs-web-sec;gs-web-sec;модуль безопасности
745;org.geoserver.web.gs-web-sec-core;gs-web-sec-core;ядро модуля безопасности
746;org.geoserver.web.gs-web-sec-jdbc;gs-web-sec-jdbc;JDBC аутентификация
747;org.geoserver.web.gs-web-sec-ldap;gs-web-sec-ldap;LDAP аутентификация
748;org.geoserver.web.gs-web-wcs;gs-web-wcs;интерфейс WCS
749;org.geoserver.web.gs-web-wfs;gs-web-wfs;интерфейс WFS
750;org.geoserver.web.gs-web-wms;gs-web-wms;интерфейс WMS
751;org.geotools.app-schema;app-schema;поддержка GML Application Schema
752;org.geotools.extension;extension;библиотека расширений GeoTools
753;org.geotools.geotools;geotools;основная библиотека GeoTools
754;org.geotools.gt-api;gt-api;API-интерфейсы GeoTools
755;org.geotools.gt-app-schema-resolver;gt-app-schema-resolver;модуль разрешения схем приложений в GeoTools
756;org.geotools.gt-arcgrid;gt-arcgrid;поддержка формата растровых данных ArcGrid в GeoTools
757;org.geotools.gt-complex;gt-complex;поддержка сложных типов данных в GeoTools
758;org.geotools.gt-coverage;gt-coverage;модуль работы с растровыми данными (coverage) в GeoTools
759;org.geotools.gt-cql;gt-cql;поддержка CQL (Common Query Language) в GeoTools
760;org.geotools.gt-data;gt-data;модуль для доступа к геоданным в GeoTools
761;org.geotools.gt-epsg-extension;gt-epsg-extension;расширение с поддержкой EPSG кодов в GeoTools
762;org.geotools.gt-epsg-hsql;gt-epsg-hsql;модуль с базой данных EPSG кодов на основе HSQLDB для GeoTools
763;org.geotools.gt-geojson;gt-geojson;поддержка формата GeoJSON в GeoTools
764;org.geotools.gt-geotiff;gt-geotiff;поддержка формата GeoTIFF в GeoTools
765;org.geotools.gt-graph;gt-graph;модуль для работы с графами в GeoTools
766;org.geotools.gt-grid;gt-grid;поддержка формата растровых данных Grid в GeoTools
767;org.geotools.gt-gtopo30;gt-gtopo30;поддержка цифровой модели рельефа GTopo30 в GeoTools
768;org.geotools.gt-image;gt-image;модуль для работы с растровыми изображениями в GeoTools
769;org.geotools.gt-imagemosaic;gt-imagemosaic;поддержка формата ImageMosaic в GeoTools
770;org.geotools.gt-jdbc;gt-jdbc;модуль для доступа к БД через JDBC в GeoTools
771;org.geotools.gt-main;gt-main;основной исполняемый модуль GeoTools
772;org.geotools.gt-metadata;gt-metadata;модуль для работы с метаданными в GeoTools
773;org.geotools.gt-opengis;gt-opengis;реализация стандартов OGC в GeoTools
774;org.geotools.gt-process;gt-process;фреймворк для геообработки в GeoTools
775;org.geotools.gt-process-feature;gt-process-feature;модуль геообработки векторных данных в GeoTools
776;org.geotools.gt-process-raster;gt-process-raster;модуль геообработки растровых данных в GeoTools
777;org.geotools.gt-property;gt-property;модуль для работы со свойствами в GeoTools
778;org.geotools.gt-referencing;gt-referencing;модуль пространственной привязки в GeoTools
779;org.geotools.gt-render;gt-render;модуль отрисовки карт в GeoTools
780;org.geotools.gt-shapefile;gt-shapefile;поддержка формата Shapefile в GeoTools
781;org.geotools.gt-svg;gt-svg;поддержка формата SVG в GeoTools
782;org.geotools.gt-swing;gt-swing;модуль с GUI компонентами на основе Swing для GeoTools
783;org.geotools.gt-transform;gt-transform;модуль преобразования координат в GeoTools
784;org.geotools.gt-wfs-ng;gt-wfs-ng;реализация WFS стандарта нового поколения в GeoTools
785;org.geotools.gt-wms;gt-wms;клиентская реализация WMS в GeoTools
786;org.geotools.gt-xml;gt-xml;модуль для работы с XML в GeoTools
787;org.geotools.jdbc.gt-jdbc;gt-jdbc;модуль JDBC доступа к данным в GeoTools
788;org.geotools.jdbc.gt-jdbc-postgis;gt-jdbc-postgis;модуль JDBC доступа к PostGIS в GeoTools
789;org.geotools.library;library;библиотека GeoTools
790;org.geotools.modules;modules;модули GeoTools
791;org.geotools.ogc;ogc;реализация стандартов OGC в GeoTools
792;org.geotools.ogc.net.opengis.fes;net.opengis.fes;реализация стандарта Filter Encoding в GeoTools
793;org.geotools.ogc.net.opengis.ows;net.opengis.ows;реализация стандарта OWS в GeoTools
794;org.geotools.ogc.net.opengis.wcs;net.opengis.wcs;реализация стандарта WCS в GeoTools
795;org.geotools.ogc.net.opengis.wfs;net.opengis.wfs;реализация стандарта WFS в GeoTools
796;org.geotools.ogc.org.w3.xlink;org.w3.xlink;реализация стандарта XLink (OGC/XML) в GeoTools
797;org.geotools.plugin;plugin;модуль поддержки плагинов в GeoTools
798;org.geotools.unsupported;unsupported;модули GeoTools с экспериментальной поддержкой
799;org.geotools.xsd.gt-xsd-core;gt-xsd-core;основные XML схемы GeoTools
800;org.geotools.xsd.gt-xsd-fes;gt-xsd-fes;XML схемы Filter Encoding в GeoTools
801;org.geotools.xsd.gt-xsd-filter;gt-xsd-filter;XML схемы фильтров в GeoTools
802;org.geotools.xsd.gt-xsd-gml2;gt-xsd-gml2;XML схемы GML 2 для GeoTools
803;org.geotools.xsd.gt-xsd-gml3;gt-xsd-gml3;XML схемы GML 3 для GeoTools
804;org.geotools.xsd.gt-xsd-ows;gt-xsd-ows;XML схемы OWS для GeoTools
805;org.geotools.xsd.gt-xsd-sld;gt-xsd-sld;XML схемы SLD для GeoTools
806;org.geotools.xsd.gt-xsd-wcs;gt-xsd-wcs;XML схемы WCS для GeoTools
807;org.geotools.xsd.gt-xsd-wfs;gt-xsd-wfs;XML схемы WFS для GeoTools
808;org.geotools.xsd.xsd;xsd;XML схемы для GeoTools
809;org.geowebcache.geowebcache;geowebcache;основной модуль библиотеки Geowebcache
810;org.geowebcache.gwc-arcgiscache;gwc-arcgiscache;поддержка кэша ArcGIS в Geowebcache
811;org.geowebcache.gwc-aws-s3;gwc-aws-s3;интеграция с Amazon S3 в Geowebcache
812;org.geowebcache.gwc-core;gwc-core;ядро Geowebcache
813;org.geowebcache.gwc-diskquota;gwc-diskquota;модуль квот дискового пространства в Geowebcache
814;org.geowebcache.gwc-diskquota-bdb;gwc-diskquota-bdb;поддержка Berkeley DB для квот диска в Geowebcache
815;org.geowebcache.gwc-diskquota-core;gwc-diskquota-core;основной модуль для работы с квотами диска в Geowebcache
816;org.geowebcache.gwc-diskquota-jdbc;gwc-diskquota-jdbc;JDBC поддержка для квот диска в Geowebcache
817;org.geowebcache.gwc-distributed;gwc-distributed;распределенный режим кэширования в Geowebcache
818;org.geowebcache.gwc-georss;gwc-georss;поддержка GeoRSS в Geowebcache
819;org.geowebcache.gwc-gmaps;gwc-gmaps;поддержка карт Google в Geowebcache
820;org.geowebcache.gwc-kml;gwc-kml;поддержка KML в Geowebcache
821;org.geowebcache.gwc-rest;gwc-rest;REST API для Geowebcache
822;org.geowebcache.gwc-tms;gwc-tms;поддержка TMS в Geowebcache
823;org.geowebcache.gwc-ve;gwc-ve;визуальный редактор кэша в Geowebcache
824;org.geowebcache.gwc-wms;gwc-wms;WMS клиент в Geowebcache
825;org.geowebcache.gwc-wmts;gwc-wmts;поддержка WMTS в Geowebcache
826;org.glassfish.hk2.external;external;внешние зависимости Glassfish HK2
827;org.glassfish.hk2.external.asm-all-repackaged;asm-all-repackaged;репакованный asm для HK2
828;org.glassfish.hk2.external.bean-validator;bean-validator;валидатор Bean для HK2
829;org.glassfish.hk2.external.bean-validator-cdi;bean-validator-cdi;CDI расширение для валидатора Bean в HK2
830;org.glassfish.hk2.external.cglib;cglib;библиотека CGLib для HK2
831;org.glassfish.hk2.external.javax.inject;javax.inject;javax.inject API для HK2
832;org.glassfish.hk2.hk2-api;hk2-api;API HK2
833;org.glassfish.hk2.hk2-bom;hk2-bom;BOM (модель зависимостей) для HK2
834;org.glassfish.hk2.hk2-kernel-parent;hk2-kernel-parent;родительский для ядра HK2
835;org.glassfish.hk2.hk2-locator;hk2-locator;сервис локатора в HK2
836;org.glassfish.hk2.hk2-parent;hk2-parent;родительский POM для HK2 модулей
837;org.glassfish.hk2.hk2-public;hk2-public;публичные классы HK2
838;org.glassfish.hk2.hk2-utils;hk2-utils;утилиты HK2
839;org.glassfish.hk2.osgi-resource-locator;osgi-resource-locator;локатор ресурсов OSGi для HK2
840;org.glassfish.hk2.tiger-types-osgi;tiger-types-osgi;типы-заглушки OSGi для HK2
841;org.glassfish.javax.enterprise.concurrent;javax.enterprise.concurrent;API асинхронных вызовов для Glassfish
842;org.glassfish.javax.json;javax.json;API JSON обработки для Glassfish
843;org.glassfish.jaxb.jaxb-bom;jaxb-bom;BOM для JAXB в Glassfish
844;org.glassfish.jersey.containers.jersey-container-servlet;jersey-container-servlet;сервлетный контейнер для Jersey
845;org.glassfish.jersey.containers.jersey-container-servlet-core;jersey-container-servlet-core;ядро сервлетного контейнера Jersey
846;org.glassfish.jersey.containers.project;project;контейнеры Jersey
847;org.glassfish.jersey.core.jersey-client;jersey-client;клиент Jersey
848;org.glassfish.jersey.core.jersey-common;jersey-common;общие классы Jersey
849;org.glassfish.jersey.core.jersey-server;jersey-server;сервер Jersey
850;org.glassfish.jersey.ext.jersey-entity-filtering;jersey-entity-filtering;фильтрация сущностей Jersey
851;org.glassfish.jersey.ext.project;project;расширения Jersey
852;org.glassfish.jersey.media.jersey-media-moxy;jersey-media-moxy;поддержка MOXy в Jersey
853;org.glassfish.jersey.media.project;project;мультимедиа библиотеки Jersey
854;org.glassfish.jersey.project;project;проект Jersey
855;org.glassfish.json;json;библиотека JSON обработки для Glassfish
856;org.glassfish.pom;pom;родительский POM для Glassfish
857;org.guvnor.guvnor-bom;guvnor-bom;модель зависимостей (BOM) для Guvnor
858;org.hamcrest.hamcrest-core;hamcrest-core;ядро библиотеки Hamcrest для тестирования
859;org.hamcrest.hamcrest-library;hamcrest-library;библиотека совпадений Hamcrest
860;org.hamcrest.hamcrest-parent;hamcrest-parent;родительский POM для Hamcrest
861;org.hibernate.common.hibernate-commons-annotations;hibernate-commons-annotations;аннотации Hibernate
862;org.hibernate.hibernate-core;hibernate-core;ядро Hibernate ORM
863;org.hibernate.hibernate-entitymanager;hibernate-entitymanager;модуль поддержки JPA в Hibernate
864;org.hibernate.hibernate-jpamodelgen;hibernate-jpamodelgen;генератор моделей JPA для Hibernate
865;org.hibernate.hibernate-search;hibernate-search;библиотека полнотекстового поиска Hibernate Search
866;org.hibernate.hibernate-search-analyzers;hibernate-search-analyzers;анализаторы для Hibernate Search
867;org.hibernate.hibernate-search-engine;hibernate-search-engine;ядро Hibernate Search
868;org.hibernate.hibernate-search-orm;hibernate-search-orm;интеграция Hibernate Search с ORM
869;org.hibernate.hibernate-search-parent;hibernate-search-parent;родительский POM для Hibernate Search
870;org.hibernate.hibernate-validator;hibernate-validator;валидация данных с Hibernate Validator
871;org.hibernate.hibernate-validator-annotation-processor;hibernate-validator-annotation-processor;аннотационный процессор для Hibernate Validator
872;org.hibernate.hibernate-validator-parent;hibernate-validator-parent;родительский POM для Hibernate Validator
873;org.hibernate.javax.persistence.hibernate-jpa-2.1-api;hibernate-jpa-2.1-api;реализация JPA 2.1 API для Hibernate
874;org.hornetq.hornetq-aerogear-integration;hornetq-aerogear-integration;интеграция HornetQ с Aerogear
875;org.hornetq.hornetq-amqp-protocol;hornetq-amqp-protocol;поддержка протокола AMQP в HornetQ
876;org.hornetq.hornetq-bootstrap;hornetq-bootstrap;загрузчик HornetQ
877;org.hornetq.hornetq-commons;hornetq-commons;общие классы HornetQ
878;org.hornetq.hornetq-core-client;hornetq-core-client;клиентское API ядра HornetQ
879;org.hornetq.hornetq-jboss-as-integration;hornetq-jboss-as-integration;интеграция HornetQ с JBoss AS
880;org.hornetq.hornetq-jms-client;hornetq-jms-client;клиентская библиотека JMS для HornetQ
881;org.hornetq.hornetq-jms-server;hornetq-jms-server;серверная библиотека JMS для HornetQ
882;org.hornetq.hornetq-journal;hornetq-journal;журналирование в HornetQ
883;org.hornetq.hornetq-native;hornetq-native;нативный транспорт HornetQ
884;org.hornetq.hornetq-pom;hornetq-pom;родительский POM для HornetQ
885;org.hornetq.hornetq-protocols;hornetq-protocols;поддержка протоколов в HornetQ
886;org.hornetq.hornetq-ra;hornetq-ra;ресурсный адаптер JCA для HornetQ
887;org.hornetq.hornetq-server;hornetq-server;сервер HornetQ
888;org.hornetq.hornetq-service-sar;hornetq-service-sar;MSC сервисный архив для HornetQ
889;org.hornetq.hornetq-spring-integration;hornetq-spring-integration;интеграция с Spring HornetQ
890;org.hornetq.hornetq-stomp-protocol;hornetq-stomp-protocol;поддержка протокола STOMP в HornetQ
891;org.hornetq.hornetq-tools;hornetq-tools;вспомогательные утилиты HornetQ
892;org.hornetq.hornetq-twitter-integration;hornetq-twitter-integration;интеграция с Twitter в HornetQ
893;org.hornetq.rest.hornetq-rest;hornetq-rest;REST интерфейс для HornetQ
894;org.hsqldb.hsqldb;hsqldb;база данных HSQLDB
895;org.infinispan.infinispan-bom;infinispan-bom;BOM для Infinispan
896;org.infinispan.infinispan-commons;infinispan-commons;общие классы Infinispan
897;org.infinispan.infinispan-core;infinispan-core;ядро кеширования Infinispan
898;org.infinispan.infinispan-parent;infinispan-parent;родительский POM для Infinispan
899;org.iq80.snappy.snappy;snappy;библиотека сжатия Snappy
900;org.itadaki.bzip2;bzip2;реализация алгоритма сжатия bzip2
901;org.jaitools.jaitools;jaitools;библиотека геопространственной обработки данных JAITools
902;org.jaitools.jt-attributeop;jt-attributeop;операции с атрибутами в JAITools
903;org.jaitools.jt-contour;jt-contour;генерация контуров в JAITools
904;org.jaitools.jt-rangelookup;jt-rangelookup;поиск диапазонов значений в JAITools
905;org.jaitools.jt-utils;jt-utils;утилиты JAITools
906;org.jaitools.jt-vectorbinarize;jt-vectorbinarize;бинаризация векторных данных в JAITools
907;org.jaitools.jt-vectorize;jt-vectorize;векторизация в JAITools
908;org.jaitools.jt-zonalstats;jt-zonalstats;статистика по зонам в JAITools
909;org.jaitools.operator;operator;операторы обработки данных в JAITools
910;org.jasypt.jasypt;jasypt;библиотека шифрования Jasypt
911;org.java.net.substance.substance;substance;библиотека Substance для создания красивых GUI
912;org.javassist.javassist;javassist;библиотека Javaassist для работы с байт-кодом
913;org.jboss.arquillian.arquillian-bom;arquillian-bom;объявление зависимостей для Arquillian
914;org.jboss.arquillian.arquillian-build;arquillian-build;скрипты сборки Arquillian
915;org.jboss.arquillian.arquillian-parent;arquillian-parent;родительский POM для Arquillian
916;org.jboss.arquillian.config.arquillian-config-api;arquillian-config-api;API для конфигурации Arquillian
917;org.jboss.arquillian.config.arquillian-config-impl-base;arquillian-config-impl-base;базовая реализация конфигурации Arquillian
918;org.jboss.arquillian.config.arquillian-config-parent;arquillian-config-parent;родительский POM для конфигурации Arquillian
919;org.jboss.arquillian.config.arquillian-config-spi;arquillian-config-spi;SPI для конфигурации Arquillian
920;org.jboss.arquillian.container.arquillian-container-impl-base;arquillian-container-impl-base;базовая реализация контейнера Arquillian
921;org.jboss.arquillian.container.arquillian-container-parent;arquillian-container-parent;родительский POM для контейнеров Arquillian
922;org.jboss.arquillian.container.arquillian-container-spi;arquillian-container-spi;SPI для контейнеров Arquillian
923;org.jboss.arquillian.container.arquillian-container-test-api;arquillian-container-test-api;API тестирования контейнеров Arquillian
924;org.jboss.arquillian.container.arquillian-container-test-impl-base;arquillian-container-test-impl-base;базовая реализация тестирования контейнеров Arquillian
925;org.jboss.arquillian.container.arquillian-container-test-spi;arquillian-container-test-spi;SPI для тестирования контейнеров Arquillian
926;org.jboss.arquillian.container.arquillian-weld-ee-embedded-1.1;arquillian-weld-ee-embedded-1.1;контейнер Arquillian для Weld EE 1.1
927;org.jboss.arquillian.core.arquillian-core-api;arquillian-core-api;API ядра Arquillian
928;org.jboss.arquillian.core.arquillian-core-impl-base;arquillian-core-impl-base;базовая реализация ядра Arquillian
929;org.jboss.arquillian.core.arquillian-core-parent;arquillian-core-parent;родительский POM для ядра Arquillian
930;org.jboss.arquillian.core.arquillian-core-spi;arquillian-core-spi;SPI ядра Arquillian
931;org.jboss.arquillian.example.arquillian-example-domain;arquillian-example-domain;пример приложения на основе домена для Arquillian
932;org.jboss.arquillian.example.arquillian-example-junit;arquillian-example-junit;пример JUnit тестов для Arquillian
933;org.jboss.arquillian.example.arquillian-example-parent;arquillian-example-parent;родительский POM для примеров Arquillian
934;org.jboss.arquillian.example.arquillian-example-testng;arquillian-example-testng;пример TestNG тестов для Arquillian
935;org.jboss.arquillian.extension.arquillian-drone-bom;arquillian-drone-bom;объявление зависимостей Drone для Arquillian
936;org.jboss.arquillian.extension.arquillian-warp-bom;arquillian-warp-bom;объявление зависимостей Warp для Arquillian
937;org.jboss.arquillian.junit.arquillian-junit-container;arquillian-junit-container;контейнер JUnit для Arquillian
938;org.jboss.arquillian.junit.arquillian-junit-core;arquillian-junit-core;ядро интеграции JUnit в Arquillian
939;org.jboss.arquillian.junit.arquillian-junit-parent;arquillian-junit-parent;родительский POM для JUnit и Arquillian
940;org.jboss.arquillian.junit.arquillian-junit-standalone;arquillian-junit-standalone;автономный запускатель JUnit тестов для Arquillian
941;org.jboss.arquillian.protocol.arquillian-protocol-jmx;arquillian-protocol-jmx;протокол JMX в Arquillian
942;org.jboss.arquillian.protocol.arquillian-protocol-parent;arquillian-protocol-parent;родительский POM для протоколов Arquillian
943;org.jboss.arquillian.protocol.arquillian-protocol-servlet;arquillian-protocol-servlet;сервлетный протокол в Arquillian
944;org.jboss.arquillian.selenium.selenium-bom;selenium-bom;объявление зависимостей Selenium для Arquillian
945;org.jboss.arquillian.test.arquillian-test-api;arquillian-test-api;API тестов Arquillian
946;org.jboss.arquillian.test.arquillian-test-impl-base;arquillian-test-impl-base;базовая реализация тестов Arquillian
947;org.jboss.arquillian.test.arquillian-test-parent;arquillian-test-parent;родительский POM для тестов Arquillian
948;org.jboss.arquillian.test.arquillian-test-spi;arquillian-test-spi;SPI тестов Arquillian
949;org.jboss.arquillian.testenricher.arquillian-testenricher-cdi;arquillian-testenricher-cdi;обогатитель тестов CDI для Arquillian
950;org.jboss.arquillian.testenricher.arquillian-testenricher-ejb;arquillian-testenricher-ejb;обогатитель тестов EJB для Arquillian
951;org.jboss.arquillian.testenricher.arquillian-testenricher-initialcontext;arquillian-testenricher-initialcontext;обогатитель тестов InitialContext для Arquillian
952;org.jboss.arquillian.testenricher.arquillian-testenricher-parent;arquillian-testenricher-parent;родительский POM для обогатителей тестов Arquillian
953;org.jboss.arquillian.testenricher.arquillian-testenricher-resource;arquillian-testenricher-resource;обогатитель тестов ресурсов для Arquillian
954;org.jboss.arquillian.testng.arquillian-testng-container;arquillian-testng-container;контейнер TestNG для Arquillian
955;org.jboss.arquillian.testng.arquillian-testng-core;arquillian-testng-core;ядро интеграции TestNG в Arquillian
956;org.jboss.arquillian.testng.arquillian-testng-parent;arquillian-testng-parent;родительский POM для TestNG и Arquillian
957;org.jboss.arquillian.testng.arquillian-testng-standalone;arquillian-testng-standalone;автономный запускатель TestNG тестов для Arquillian
958;org.jboss.dashboard-builder.dashboard-builder-bom;dashboard-builder-bom;модуль описания зависимостей для JBoss Dashboard Builder
959;org.jboss.ejb3.jboss-ejb3-api;jboss-ejb3-api;API JBoss EJB 3.x
960;org.jboss.ejb3.jboss-ejb3-build;jboss-ejb3-build;инструменты сборки EJB модулей
961;org.jboss.ejb3.jboss-ejb3-ext-api;jboss-ejb3-ext-api;расширенный API EJB
962;org.jboss.integration-platform.jboss-integration-platform-parent;jboss-integration-platform-parent;родительский модуль платформы интеграции
963;org.jboss.interceptor.jboss-interceptor-api;jboss-interceptor-api;API интерцепторов JBoss
964;org.jboss.invocation.jboss-invocation;jboss-invocation;запуск методов удалённо
965;org.jboss.jandex;jandex;инструмент анализа классов Java
966;org.jboss.javaee.jboss-javaee-parent;jboss-javaee-parent;родительский модуль Java EE API
967;org.jboss.javaee.jboss-transaction-api;jboss-transaction-api;API транзакций
968;org.jboss.jboss-common-core;jboss-common-core;общий код JBoss
969;org.jboss.jboss-dmr;jboss-dmr;DMR модель
970;org.jboss.jboss-ejb-client;jboss-ejb-client;клиент EJB
971;org.jboss.jboss-parent;jboss-parent;родительский модуль JBoss
972;org.jboss.jboss-remote-naming;jboss-remote-naming;удалённое JNDI именование
973;org.jboss.jboss-transaction-spi;jboss-transaction-spi;SPI транзакций
974;org.jboss.jboss-vfs;jboss-vfs;виртуальная файловая система
975;org.jboss.logging.jboss-logging;jboss-logging;логгер JBoss Logging
976;org.jboss.logging.jboss-logging-annotations;jboss-logging-annotations;аннотации
977;org.jboss.logging.jboss-logging-tools-parent;jboss-logging-tools-parent;инструменты
978;org.jboss.logmanager.jboss-logmanager;jboss-logmanager;менеджер логгирования
979;org.jboss.marshalling.jboss-marshalling;jboss-marshalling;маршалинг
980;org.jboss.marshalling.jboss-marshalling-osgi;jboss-marshalling-osgi;OSGi
981;org.jboss.marshalling.jboss-marshalling-parent;jboss-marshalling-parent;родительский
982;org.jboss.marshalling.jboss-marshalling-river;jboss-marshalling-river;River
983;org.jboss.marshalling.jboss-marshalling-serial;jboss-marshalling-serial;сериализация
984;org.jboss.marshalling.tests;tests;тесты
985;org.jboss.metadata.jboss-as-parent-metadata;jboss-as-parent-metadata;родитель метаданных AS
986;org.jboss.metadata.jboss-metadata-common;jboss-metadata-common;общие метаданные
987;org.jboss.metadata.jboss-metadata-ear;jboss-metadata-ear;EAR метаданные
988;org.jboss.metadata.jboss-metadata-ejb;jboss-metadata-ejb;EJB метаданные
989;org.jboss.modules.jboss-modules;jboss-modules;модули JBoss
990;org.jboss.msc.jboss-msc;jboss-msc;Monitor Service Controller
991;org.jboss.narayana.arjunacore.arjuna;arjuna;ядро системы транзакций Arjuna, включающее службы и инфраструктуру для поддержки атомарности, изоляции и устойчивости транзакций.
992;org.jboss.narayana.arjunacore.arjunacore;arjunacore;основной функционал Arjuna, в том числе API, поддержку мониторинга и восстановления транзакций.
993;org.jboss.narayana.arjunacore.arjunacore-all;arjunacore-all;объединяет все необходимые зависимости Arjuna.
994;org.jboss.narayana.arjunacore.arjunacore-services;arjunacore-services;сервисы ядра Arjuna, такие как сохранение логов, координация репликации.
995;org.jboss.narayana.arjunacore.txoj;txoj;API управления объектами транзакций на основе TXOJ (Transaction Object).
996;org.jboss.narayana.common;common;общие артефакты и утилиты проекта Narayana.
997;org.jboss.narayana.compensations.compensations;compensations;поддержка компенсирующих операций при сбое транзакций.
998;org.jboss.narayana.ext.ext-all;ext-all;все расширения Arjuna и Narayana.
999;org.jboss.narayana.jbosstxbridge;jbosstxbridge;мост между системами Narayana и JBoss Transaction Manager.
1000;org.jboss.narayana.jta.cdi;cdi;интеграция Narayana с CDI через API JTA.
1001;org.jboss.narayana.jta.jdbc;jdbc;интеграция Narayana с JDBC-драйверами через API JTA.
1002;org.jboss.narayana.jta.jta;jta;реализация Java Transaction API (JTA).
1003;org.jboss.narayana.jta.narayana-jta;narayana-jta;основной модуль реализации JTA.
1004;org.jboss.narayana.jta.narayana-jta-all;narayana-jta-all;все зависимости реализации JTA в Narayana.
1005;org.jboss.narayana.jta.narayana-spi;narayana-spi;SPI реализации JTA.
1006;org.jboss.narayana.jts.idlj-idl;idlj-idl;IDL-компилятор IDLJ для описания интерфейсов.
1007;org.jboss.narayana.jts.jacorb-idl;jacorb-idl;IDL-компилятор JacOrb.
1008;org.jboss.narayana.jts.jtax;jtax;инструменты для работы с транзакциями в формате JTA (Java Transaction API).
1009;org.jboss.narayana.jts.jts;jts;расширенная модель Java Transaction Service (JTS).
1010;org.jboss.narayana.jts.narayana-idl;narayana-idl;IDL для расширенных транзакций.
1011;org.jboss.narayana.jts.narayana-jts-all;narayana-jts-all;все зависимости JTS в Narayana.
1012;org.jboss.narayana.jts.narayana-jts-idlj;narayana-jts-idlj;интеграция IDLJ в JTS.
1013;org.jboss.narayana.jts.narayana-jts-integration;narayana-jts-integration;интеграция JTS в Narayana.
1014;org.jboss.narayana.jts.narayana-jts-jacorb;narayana-jts-jacorb;интеграция JacOrb в JTS.
1015;org.jboss.narayana.jts.orbportability;orbportability;портируемость при использовании ORB.
1016;org.jboss.narayana.narayana-all;narayana-all;все модули проекта.
1017;org.jboss.narayana.narayana-code-coverage;narayana-code-coverage;определение покрытия кода тестами.
1018;org.jboss.narayana.narayana-full;narayana-full;полная сборка Narayana.
1019;org.jboss.narayana.osgi.narayana-osgi-jta;narayana-osgi-jta;интеграция JTA для OSGi.
1020;org.jboss.narayana.osgi.narayana-osgi-parent;narayana-osgi-parent;родительский модуль OSGi.
1021;org.jboss.narayana.rts.restat;restat;RESTful интерфейс управления транзакциями.
1022;org.jboss.narayana.rts.restat-api;restat-api;API RESTful интерфейса.
1023;org.jboss.narayana.rts.restat-bridge;restat-bridge;мост между RESTful и другими компонентами.
1024;org.jboss.narayana.rts.restat-integration;restat-integration;интеграция RESTful интерфейса.
1025;org.jboss.narayana.rts.restat-util;restat-util;утилиты RESTful интерфейса.
1026;org.jboss.narayana.rts.restat-web;restat-web;веб-часть RESTful интерфейса.
1027;org.jboss.narayana.rts.rest-tx;rest-tx;реализация RESTful API для управления транзакциями
1028;org.jboss.narayana.stm.stm;stm;API для sticky (клейких) транзакций.
1029;org.jboss.narayana.test-utils;test-utils;утилиты для тестирования.
1030;org.jboss.narayana.txframework.txframework;txframework;каркас или инфраструктура для разработки приложений с использованием транзакционных свойств Narayana.
1031;org.jboss.narayana.xts.bridge;bridge;мост между Narayana и XTS.
1032;org.jboss.narayana.xts.byteman_support;byteman_support;интеграция с Byteman для тестирования.
1033;org.jboss.narayana.xts.jbossxts;jbossxts;интеграция XTS в JBoss Application Server.
1034;org.jboss.narayana.xts.localjunit;localjunit;инструменты или примеры для локального тестирования XTS с использованием JUnit.
1035;org.jboss.narayana.xts.recovery;recovery;восстановление после сбоев транзакций.
1036;org.jboss.narayana.xts.service;service;сервисы XTS.
1037;org.jboss.narayana.xts.wsas;wsas;связан с интеграцией Narayana и XTS в сервер приложений JBoss AS
1038;org.jboss.narayana.xts.ws-c11;ws-c11;интеграция Narayana со спецификацией WS-Coordination 1.1.
1039;org.jboss.narayana.xts.wscf11;wscf11;интеграция Narayana со спецификацией WS-CoordinationFault 1.1.
1040;org.jboss.narayana.xts.ws-t11;ws-t11;интеграция Narayana со спецификацией WS-Transactions 1.1.
1041;org.jboss.narayana.xts.wstf-sc007-interop;wstf-sc007-interop;пример тестового приложения.
